run_id,timestamp,model_name,train_limit,test_limit,epochs,threshold,unfrozen_layers,seed,micro_f1,macro_f1,average_predicted_labels,run_dir
20260506_234738,20260506_234738,sentence-transformers/all-MiniLM-L6-v2,1000,300,3,0.3,2,43,0.6066584463625154,0.593890049594924,1.0733333333333333,/home/manh/study-BHam/AI4GC-2/artifacts/bert_train1000_seed43/runs/20260506_234738
20260507_000704,20260507_000704,sentence-transformers/all-MiniLM-L6-v2,1000,1470,3,0.3,2,43,0.6514633219308248,0.649835219738109,1.0482497634815515,/home/manh/study-BHam/AI4GC-2/artifacts/bert_train1000_seed43/runs/20260507_000704
