run_id,timestamp,model_name,train_limit,test_limit,epochs,threshold,unfrozen_layers,seed,micro_f1,macro_f1,average_predicted_labels,run_dir
20260506_234818,20260506_234818,sentence-transformers/all-MiniLM-L6-v2,1000,300,3,0.3,2,46,0.6297502714440825,0.6081964399487797,1.44,/home/manh/study-BHam/AI4GC-2/artifacts/bert_train1000_seed46/runs/20260506_234818
20260507_000754,20260507_000754,sentence-transformers/all-MiniLM-L6-v2,1000,1470,3,0.3,2,46,0.6610398379473329,0.6577221381551511,1.3614001892147587,/home/manh/study-BHam/AI4GC-2/artifacts/bert_train1000_seed46/runs/20260507_000754
