run_id,timestamp,model_name,train_limit,test_limit,epochs,threshold,unfrozen_layers,seed,micro_f1,macro_f1,average_predicted_labels,run_dir
20260506_232707,20260506_232707,sentence-transformers/all-MiniLM-L6-v2,4000,300,3,0.3,2,44,0.6996770721205597,0.6772743211780679,1.4666666666666666,/home/manh/study-BHam/AI4GC-2/artifacts/bert_train4000_seed44/runs/20260506_232707
20260507_001240,20260507_001240,sentence-transformers/all-MiniLM-L6-v2,4000,1470,3,0.3,2,44,0.7181185823120239,0.707897719933058,1.4153263954588458,/home/manh/study-BHam/AI4GC-2/artifacts/bert_train4000_seed44/runs/20260507_001240
