run_id,timestamp,model_name,train_limit,test_limit,epochs,threshold,unfrozen_layers,seed,micro_f1,macro_f1,average_predicted_labels,run_dir
20260506_234959,20260506_234959,sentence-transformers/all-MiniLM-L6-v2,2000,300,3,0.3,2,45,0.6532343584305408,0.6323728540580593,1.5133333333333334,/home/manh/study-BHam/AI4GC-2/artifacts/bert_train2000_seed45/runs/20260506_234959
20260507_000941,20260507_000941,sentence-transformers/all-MiniLM-L6-v2,2000,1470,3,0.3,2,45,0.6778989098116948,0.6738746489482338,1.422894985808893,/home/manh/study-BHam/AI4GC-2/artifacts/bert_train2000_seed45/runs/20260507_000941
