run_id,timestamp,model_name,train_limit,test_limit,epochs,threshold,unfrozen_layers,seed,micro_f1,macro_f1,average_predicted_labels,run_dir
20260503_134841,20260503_134841,sentence-transformers/all-MiniLM-L6-v2,2000,300,3,0.3,2,42,0.6614699331848553,0.6424677473768673,1.3633333333333333,outputs/runs/20260503_134841
20260503_134910,20260503_134910,sentence-transformers/all-MiniLM-L6-v2,2000,300,3,0.3,2,42,0.6614699331848553,0.6424677473768673,1.3633333333333333,outputs/runs/20260503_134910
