run_id,timestamp,model_name,train_limit,test_limit,epochs,threshold,unfrozen_layers,seed,micro_f1,macro_f1,average_predicted_labels,run_dir
20260506_234751,20260506_234751,sentence-transformers/all-MiniLM-L6-v2,1000,300,3,0.3,2,44,0.6259378349410504,0.6090720905214964,1.48,/home/manh/study-BHam/AI4GC-2/artifacts/bert_train1000_seed44/runs/20260506_234751
20260507_000722,20260507_000722,sentence-transformers/all-MiniLM-L6-v2,1000,1470,3,0.3,2,44,0.6642335766423357,0.660939010976421,1.4105960264900663,/home/manh/study-BHam/AI4GC-2/artifacts/bert_train1000_seed44/runs/20260507_000722
