run_id,timestamp,model_name,train_limit,test_limit,epochs,threshold,unfrozen_layers,seed,micro_f1,macro_f1,average_predicted_labels,run_dir
20260506_232530,20260506_232530,sentence-transformers/all-MiniLM-L6-v2,4000,300,3,0.3,2,42,0.6991701244813278,0.6760656321993372,1.5833333333333333,/home/manh/study-BHam/AI4GC-2/artifacts/bert_train4000_seed42/runs/20260506_232530
20260507_001058,20260507_001058,sentence-transformers/all-MiniLM-L6-v2,4000,1470,3,0.3,2,42,0.714240203886588,0.703320835112371,1.5288552507095554,/home/manh/study-BHam/AI4GC-2/artifacts/bert_train4000_seed42/runs/20260507_001058
