run_id,timestamp,model_name,train_limit,test_limit,epochs,threshold,unfrozen_layers,seed,micro_f1,macro_f1,average_predicted_labels,run_dir
20260507_001419,20260507_001419,sentence-transformers/all-MiniLM-L6-v2,4000,1470,3,0.3,2,46,0.7182061579651942,0.7081260580117151,1.3859981078524124,/home/manh/study-BHam/AI4GC-2/artifacts/bert_train4000_seed46/runs/20260507_001419
